0,,,Total Samples,Total Predicted Positives,Total positive predicted samples percentage,,Attack 1055 - 3820,Attack 40408 - 40749,Attack 42087 - 44798,Attack 72234 - 73406,Attack 79868 - 82846,Attack 84189 - 85408,Attack 87265 - 88980,Attack 89965 - 91232
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
