CVPacketSize60,UniqSrcIps32,RSTCount60
1.874602638,15,0
1.874602638,14,0
1.874584213,14,0
1.874560328,14,0
1.874560328,14,0
1.874560328,12,0
1.860699062,12,0
1.860699062,12,0
1.849783321,12,0
1.849783321,11,0
1.849783321,11,0
1.849783321,11,0
1.878578457,11,0
1.895775816,10,0
1.895775816,10,0
1.85139771,10,0
1.85139771,10,0
1.844935317,10,0
1.844935317,10,0
1.841690823,9,0
1.841690823,8,0
1.841690823,10,0
1.841690823,10,0
1.844935317,10,0
1.82266093,10,0
1.824143854,11,0
1.824143854,11,0
1.824143854,11,0
1.824143854,11,0
1.820429096,11,0
1.820429096,11,0
1.820429096,9,0
1.820429096,9,0
1.842629474,10,0
1.842629474,10,0
1.842629474,9,0
1.842629474,9,0
1.838382889,9,0
1.850191526,10,0
1.850191526,10,0
1.850191526,10,0
1.330148041,10,0
1.330148041,10,0
1.326972757,11,0
1.326972757,11,0
1.331131278,9,0
1.331131278,9,0
1.308520268,12,0
1.248859746,12,0
1.248859746,12,0
1.248859746,12,0
1.279055021,14,0
1.279055021,14,0
1.279055021,13,0
1.279055021,13,0
1.270548602,13,0
1.270548602,13,0
1.263000314,13,0
1.263000314,13,0
1.840016932,13,0
1.842957578,13,0
1.842957578,13,0
1.845908998,13,0
1.815389661,14,0
1.809980032,14,0
1.809980032,13,0
1.80461318,13,0
1.80461318,13,0
1.80461318,13,0
1.803553288,13,0
1.803553288,12,0
1.803553288,12,0
1.80461318,12,0
1.832126381,12,0
1.832126381,12,0
1.82658466,11,0
1.82658466,11,0
1.82658466,11,0
1.82658466,11,0
1.82658466,10,0
1.82658466,10,0
1.829177189,10,0
1.829177189,10,0
1.83174379,8,0
1.83174379,8,0
1.83174379,10,0
1.83174379,10,0
1.816491945,12,0
1.816491945,12,0
1.813937429,13,0
1.813937429,13,0
1.813937429,11,0
1.813937429,11,0
1.861164344,12,0
1.849198369,14,0
1.848625788,12,0
1.848625788,12,0
1.847016307,13,0
1.845645326,13,0
1.845645326,13,0
1.845645326,13,0
1.846196043,13,0
1.844637771,13,0
1.841216435,13,0
1.824952841,14,0
1.824952841,14,0
1.816881937,15,0
1.837969645,15,0
1.837969645,15,0
1.837969645,15,0
1.820992148,17,0
1.85206625,17,0
1.85206625,17,0
1.85206625,17,0
1.85206625,17,0
1.855647121,17,0
1.855647121,17,0
1.858316686,16,0
1.843672105,16,0
1.626587729,16,0
1.623610871,17,0
1.622128026,16,0
1.606405223,17,0
1.636079549,17,0
1.641339904,17,0
1.637462985,16,0
1.639374254,14,0
1.583899629,14,0
1.582415367,14,0
1.577528801,13,0
1.572408475,13,0
1.572408475,13,0
1.567275619,13,0
1.561939071,14,0
1.561939071,13,0
1.566223484,13,0
1.566223484,12,0
1.566223484,12,0
1.566223484,11,0
1.566223484,11,0
1.562093752,11,0
1.562093752,11,0
1.562093752,9,0
1.562093752,9,0
1.562093752,9,0
1.565238502,9,0
1.565238502,9,0
1.557669519,9,0
1.55650146,9,0
1.55650146,11,0
1.540293316,13,0
1.528320317,13,0
1.528320317,13,0
1.221827225,13,0
1.17146541,13,0
1.172837257,12,0
1.168814344,14,0
1.171778659,14,0
1.405904796,14,0
1.405904796,14,0
1.405904796,14,0
1.402906949,15,0
1.399222585,15,0
1.399222585,15,0
1.418833287,15,0
1.418833287,14,0
1.384748324,14,0
1.384748324,14,0
1.384464051,14,0
1.349942786,15,0
1.345507112,15,0
1.42653787,15,0
1.42653787,15,0
1.42653787,15,0
1.42653787,15,0
1.42653787,15,0
1.42653787,15,0
1.425044928,15,0
1.433557064,15,0
1.438042539,15,0
1.44050473,15,0
1.442156358,15,0
1.470878887,14,0
1.483362007,12,0
1.499637759,12,0
1.514140199,12,0
1.524699368,12,0
1.600457427,12,0
1.601739386,11,0
1.60672481,11,0
1.609835816,9,0
1.609835816,9,0
1.617226959,9,0
1.645806881,8,0
1.645806881,5,0
1.645806881,5,0
1.645806881,5,0
1.645806881,5,0
1.645806881,5,0
1.645806881,5,0
1.654811685,5,0
1.654811685,5,0
1.654811685,5,0
1.654811685,3,0
1.654811685,3,0
1.654811685,3,0
1.651917172,3,0
1.651917172,3,0
1.65173092,3,0
1.65823772,3,0
1.712317247,3,0
1.782295338,3,0
1.782295338,3,0
1.782295338,5,0
1.795971392,5,0
1.764645939,6,0
1.776020479,6,0
1.762373564,8,0
1.293520423,8,0
1.257909578,8,0
1.219939777,8,0
1.193571859,8,0
1.177651992,8,0
1.155047038,8,0
1.545155934,8,0
1.538109075,9,0
1.538109075,9,0
1.531157363,9,0
1.531971514,9,0
1.612965481,9,0
1.644607787,9,0
1.517813158,9,0
1.517813158,9,0
1.517813158,9,0
1.517813158,9,0
1.517813158,9,0
1.513375901,9,0
1.517813158,9,0
1.517813158,9,0
1.517813158,9,0
1.511070642,10,0
1.511070642,10,0
1.504414155,10,0
1.497841925,10,0
1.497841925,10,0
1.497841925,10,0
1.497841925,10,0
1.497841925,10,0
1.497841925,10,0
1.497841925,9,0
1.497841925,9,0
1.497841925,9,0
1.497841925,9,0
1.497841925,9,0
1.497841925,9,0
1.497841925,9,0
1.497841925,7,0
1.497841925,6,0
1.497841925,6,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.49357958,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.497841925,4,0
1.507282771,4,0
1.507282771,4,0
1.531470338,3,0
1.458635815,5,0
1.325660654,6,0
1.32495667,7,0
1.338122324,7,0
1.360182787,7,0
1.359529772,8,0
1.38100607,8,0
1.395469454,8,0
0.5776856,8,0
0.581901782,8,0
0.581901782,8,0
0.586211545,8,0
0.556058259,10,0
0.529845914,11,0
0.518170636,12,0
1.025369907,12,0
1.007434209,12,0
1.117678074,12,0
1.113288993,12,0
1.094955144,12,0
1.21093295,13,0
1.202449605,13,0
1.201703952,13,0
1.198187861,13,0
1.174010512,13,0
1.170651052,13,0
1.197183875,13,0
1.196588953,13,0
1.285248692,13,0
1.237951518,13,0
1.195799913,13,0
1.163266252,13,0
2.10677784,13,0
2.10677784,13,0
2.107319478,13,0
2.107319478,13,0
2.107319478,13,0
2.110298155,13,0
2.120022076,13,0
2.125976494,13,0
2.124059893,13,0
2.123424637,13,0
2.123424637,13,0
2.125454152,13,0
2.125454152,13,0
2.12543112,11,0
2.12543112,11,0
2.12543112,11,0
2.12543112,11,0
2.124810661,11,0
2.124810661,11,0
2.124810661,11,0
2.124810661,10,0
2.119415276,12,0
2.119415276,12,0
2.119415276,12,0
2.119415276,12,0
2.119415276,12,0
2.131339778,12,0
2.140132056,13,0
2.096177761,14,0
2.059721366,14,0
2.062439758,14,0
2.062325863,14,0
2.062325863,14,0
2.06249592,15,0
2.06249592,13,0
2.061341503,15,0
2.05603816,15,0
2.055448351,17,0
2.053079721,18,0
2.055978842,19,0
2.062841106,19,0
2.064269975,19,0
2.068860189,19,0
2.073177575,18,0
2.07186495,18,0
2.074501755,19,0
2.074284998,19,0
2.072718087,19,0
2.072826077,19,0
2.072389357,18,0
2.072012183,18,0
2.071218072,18,0
2.069108788,19,0
2.068311278,18,0
2.068339801,18,0
2.067268796,18,0
2.068702829,18,0
2.034377237,18,0
1.995770163,18,0
1.973226208,16,0
2.05544372,15,0
2.05544372,15,0
2.058316189,15,0
2.058316189,15,0
2.058316189,15,0
2.070439669,15,0
2.063351243,15,0
2.057858249,15,0
2.059294616,14,0
2.0617263,12,0
2.061117905,11,0
2.059217895,9,0
2.057882798,12,0
2.049527123,14,0
2.040924635,14,0
2.070711192,16,0
2.057630684,17,0
2.04757782,15,0
2.041164214,15,0
2.041164214,15,0
2.041164214,15,0
2.04343308,15,0
2.04343308,15,0
2.04343308,15,0
2.041877446,15,0
2.042218603,15,0
2.02907297,15,0
2.009716412,14,0
1.978311962,14,0
1.974251634,14,0
1.974251634,14,0
1.974251634,14,0
1.949573296,15,0
1.957797693,16,0
1.963566144,16,0
1.9442104,16,0
1.937397632,16,0
1.936635946,17,0
1.936804932,17,0
1.946665686,17,0
1.947279023,17,0
1.945221298,17,0
1.944648897,17,0
1.956728683,18,0
1.946581268,18,0
1.947834954,17,0
1.949239449,16,0
1.949239449,16,0
1.948632484,16,0
1.945528648,16,0
1.936194485,17,0
1.947813798,17,0
1.948711302,17,0
1.948711302,17,0
1.949537638,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.950509986,17,0
1.95043743,16,0
1.950509986,16,0
1.950064035,16,0
1.949954692,15,0
1.951088005,15,0
1.943463597,16,0
1.945132056,15,0
1.945600261,15,0
1.949064565,15,0
2.015280948,15,0
2.017931969,15,0
1.916851252,14,0
1.932692387,13,0
1.945167306,13,0
1.918500104,13,0
1.917050832,14,0
1.915300792,14,0
1.914922141,13,0
1.928611953,12,0
1.926614088,12,0
1.994574983,13,0
1.994574983,13,0
1.994574983,13,0
1.994574983,13,0
1.983334399,15,0
1.97991064,15,0
1.97991064,15,0
1.979752606,15,0
2.004956255,15,0
2.002691759,15,0
2.000430478,15,0
2.026417236,15,0
2.040662203,15,0
2.052321188,15,0
2.061219241,15,0
2.056930497,15,0
2.050059553,15,0
2.04524485,15,0
2.033168146,15,0
2.044737087,15,0
2.056461361,15,0
2.055417343,14,0
2.056461361,14,0
2.056461361,14,0
2.056982057,14,0
2.06014008,14,0
2.079376452,15,0
2.106017646,15,0
2.110552489,16,0
2.114856717,17,0
2.096283255,17,0
2.094921882,17,0
2.094921882,14,0
2.094921882,14,0
2.094921882,14,0
2.094921882,14,0
2.094921882,14,0
2.094921882,12,0
2.094306759,12,0
2.094306759,11,0
2.094306759,11,0
2.094306759,11,0
2.094921882,11,0
2.094755402,11,0
2.09017379,11,0
2.099533244,11,0
2.092125841,11,0
2.083962661,11,0
2.074567739,11,0
2.013206286,11,0
2.013206286,10,0
2.013206286,10,0
2.013206286,10,0
2.013206286,10,0
2.013206286,10,0
2.013410746,10,0
2.011413793,10,0
2.011790866,10,0
2.011006236,10,0
2.008026029,10,0
1.568858602,10,0
2.180903083,8,0
1.631267205,7,0
1.486434042,6,0
1.434884095,6,0
1.438193873,6,0
1.439084763,6,0
1.408045708,6,0
1.407106324,6,0
1.405448748,6,0
1.405448748,6,0
1.403837915,6,0
1.403837915,6,0
1.403837915,6,0
1.403837915,6,0
1.403837915,6,0
1.40161672,6,0
1.399760931,6,0
1.398075469,6,0
1.396205533,6,0
1.457358729,7,0
1.51429846,8,0
1.51429846,8,0
1.517739632,8,0
1.517739632,8,0
1.521160386,8,0
1.510734012,11,0
1.487876825,11,0
1.466084377,11,0
1.442241505,12,0
1.431293133,12,0
1.452286593,13,0
1.452286593,13,0
1.453928758,14,0
1.453928758,14,0
1.453928758,14,0
1.456196162,14,0
1.456196162,14,0
1.455356022,14,0
1.456759974,14,0
1.456759974,14,0
1.456759974,14,0
1.475892139,14,0
1.475892139,14,0
1.477235716,14,0
1.477235716,14,0
1.477235716,14,0
1.497996184,15,0
1.497996184,15,0
1.497996184,15,0
1.497996184,15,0
1.50604286,15,0
1.538813441,15,0
1.576090832,15,0
1.642641625,15,0
1.679596605,15,0
1.657363716,15,0
1.657363716,15,0
1.657363716,14,0
1.648102373,14,0
1.628378334,15,0
1.62401254,15,0
1.848474524,15,0
2.049302979,15,0
2.128901044,15,0
2.13129606,13,0
2.131545544,13,0
2.131545544,13,0
2.114845684,14,0
2.114845684,14,0
2.114845684,14,0
2.113421229,14,0
2.113421229,14,0
2.112000797,14,0
2.112000797,13,0
2.112000797,13,0
2.112000797,13,0
2.102813009,14,0
2.102813009,14,0
2.102813009,13,0
2.077291586,13,0
2.070478695,13,0
2.070478695,13,0
2.069240223,13,0
2.069240223,13,0
2.06762426,14,0
2.083982412,14,0
2.083545859,13,0
2.082937689,14,0
2.066297939,15,0
2.065692667,15,0
2.071450254,15,0
2.071222131,13,0
2.071450254,13,0
2.071450254,13,0
2.071450254,13,0
2.072520749,13,0
2.072300038,14,0
2.072300038,14,0
2.073431634,14,0
2.073431634,13,0
2.073431634,13,0
2.079946154,13,0
2.079946154,13,0
2.080990924,13,0
2.080990924,13,0
2.080990924,13,0
2.093951832,13,0
2.093951832,13,0
2.093951832,11,0
2.093951832,11,0
2.087352917,11,0
2.056718352,11,0
2.009471552,11,0
1.882723714,11,0
1.7966052,11,0
1.820840425,11,0
1.820840425,10,0
1.820840425,10,0
1.820219033,10,0
1.830562326,11,0
1.892224768,12,0
1.868539429,13,0
1.961794157,12,0
2.026652388,11,0
2.080715137,11,0
2.05947763,12,0
2.079055604,12,0
1.928129329,12,0
1.928129329,10,0
1.928129329,10,0
1.932176761,11,0
1.932176761,11,0
1.931668305,11,0
1.931668305,11,0
1.931668305,11,0
1.931668305,11,0
1.918169135,11,0
1.918169135,11,0
1.918169135,11,0
1.916776896,11,0
1.916776896,11,0
1.916776896,11,0
1.916776896,11,0
1.916776896,11,0
1.91537001,11,0
1.937874515,15,0
1.95226982,16,0
1.948527763,17,0
1.966187174,19,0
1.968905992,19,0
1.970924464,19,0
1.955934249,20,0
1.956498201,20,0
1.958470479,19,0
1.958470479,19,0
1.925969455,19,0
1.925969455,19,0
1.925969455,18,0
1.925969455,18,0
1.925969455,18,0
1.926646278,19,0
1.926646278,19,0
1.924204678,18,0
1.915118725,18,0
1.915118725,18,0
1.915118725,18,0
1.919416089,18,0
1.919416089,18,0
1.919578181,18,0
1.919578181,18,0
1.943969188,18,0
1.975267932,18,0
1.980431342,18,0
1.980662744,18,0
1.980662744,18,0
1.980662744,18,0
1.980662744,18,0
1.980572795,17,0
1.980342907,17,0
1.977559235,17,0
1.991139634,16,0
2.007507978,14,0
1.980368479,14,0
1.954735546,13,0
1.934437144,13,0
1.945538369,13,0
1.94160573,13,0
1.978974734,13,0
1.98550845,13,0
1.991528713,13,0
1.991047339,13,0
1.991047339,13,0
1.981074634,12,0
1.981074634,12,0
1.982144327,12,0
1.982144327,11,0
1.981344939,11,0
1.979120165,13,0
1.979120165,12,0
1.979120165,12,0
1.979120165,12,0
1.979089145,12,0
1.979089145,12,0
1.979089145,12,0
1.979089145,11,0
1.997165017,11,0
2.019719915,11,0
2.051597888,12,0
2.08124982,12,0
2.081532973,12,0
2.080341375,12,0
2.101925697,12,0
2.101925697,13,0
2.100738612,13,0
2.100144392,13,0
2.086300698,13,0
2.086300698,13,0
2.084811207,14,0
2.088761979,15,0
2.095018739,15,0
2.100920223,15,0
2.102974547,15,0
2.090088219,15,0
2.075307501,15,0
2.071180315,14,0
2.064256652,14,0
2.116999064,14,0
2.116999064,14,0
2.119431875,14,0
2.11876897,12,0
2.118027933,12,0
2.113822332,12,0
2.123637888,14,0
2.124314279,14,0
2.124314279,14,0
2.106924913,15,0
2.089293745,15,0
2.091772531,14,0
2.091772531,14,0
2.091772531,14,0
2.091772531,14,0
2.091772531,14,0
2.091772531,13,0
2.091996494,13,0
2.090689803,13,0
2.089058139,13,0
2.087079482,13,0
2.08473011,13,0
2.081984438,13,0
2.078814832,12,0
1.982245184,12,0
1.982245184,12,0
1.927739228,12,0
1.927739228,12,0
1.928315643,11,0
1.921407347,11,0
1.912787635,9,0
1.926954156,9,0
1.897209148,9,0
2.071604817,9,0
2.071604817,9,0
2.072555072,9,0
2.072555072,9,0
2.072555072,9,0
2.072555072,9,0
2.075611595,9,0
2.079020079,9,0
2.083353381,8,0
2.086421508,6,0
2.104205842,6,0
2.106190242,6,0
2.106190242,6,0
2.108698843,6,0
2.108698843,6,0
2.111215377,6,0
2.111215377,6,0
2.111215377,7,0
2.113739873,7,0
2.113211295,7,0
2.111441578,8,0
2.106787082,8,0
2.101107288,8,0
2.13463042,8,0
2.13463042,8,0
2.132780133,8,0
2.132791528,9,0
2.008696153,11,0
2.008696153,11,0
2.005268528,12,0
2.00570001,12,0
1.951891882,13,0
1.950410359,12,0
1.957916754,12,0
1.957106984,12,0
1.955540065,12,0
1.989878321,12,0
2.02518101,12,0
2.024520277,12,0
2.023851092,12,0
2.017868855,12,0
2.016506271,12,0
2.01511261,12,0
2.025202499,12,0
2.025202499,12,0
2.012034692,12,0
2.012034692,12,0
2.012034692,12,0
2.012034692,12,0
2.012034692,12,0
2.012034692,12,0
2.012034692,12,0
2.012034692,12,0
2.005533099,12,0
1.983155032,12,0
1.974407808,12,0
1.981274782,12,0
1.991463115,12,0
2.000774308,12,0
2.023686919,10,0
1.673295024,11,0
1.658983296,9,0
1.643361784,9,0
1.626453381,9,0
1.600668738,9,0
1.690051669,11,0
1.652525854,12,0
1.654713496,12,0
1.614614227,13,0
1.575119187,13,0
1.5727289,13,0
1.564137379,13,0
1.561561083,13,0
1.555529593,13,0
2.182442656,14,0
2.183308924,14,0
2.184559214,14,0
2.185373005,14,0
2.186573777,14,0
2.188547951,14,0
2.188547951,16,0
2.187403753,16,0
2.187937292,16,0
2.188054231,16,0
2.192471801,16,0
2.194225596,16,0
2.193243884,16,0
2.202099852,16,0
2.202214269,16,0
2.203207358,16,0
2.203207358,16,0
2.21862117,16,0
2.218071092,16,0
2.144503502,17,0
2.114539132,17,0
2.107363041,18,0
2.108754835,18,0
2.108107347,17,0
2.022298386,17,0
2.028837632,16,0
2.033729649,16,0
2.00811411,16,0
2.017317075,16,0
2.030875857,14,0
1.932950113,14,0
1.796810283,14,0
1.686933389,13,0
1.67826204,13,0
1.62750732,13,0
1.619044027,13,0
1.619412321,13,0
1.621197115,13,0
1.624238376,13,0
1.635477212,13,0
1.646051287,13,0
1.650486244,13,0
1.653764528,13,0
1.656410286,13,0
1.674784155,13,0
1.677206139,13,0
1.679237535,13,0
1.680098162,13,0
1.679357419,13,0
1.678750065,13,0
1.675099667,13,0
1.672354773,11,0
1.667342165,11,0
1.665882486,11,0
1.66094154,13,0
1.655706993,13,0
1.658022952,13,0
1.662049001,15,0
1.666836082,16,0
1.672118708,17,0
1.67515375,17,0
1.677542757,17,0
1.688358029,17,0
1.699871578,19,0
1.702546892,20,0
1.707146833,21,0
1.710304128,22,0
1.715584723,22,0
1.733292612,22,0
1.736616083,22,0
1.736526706,23,0
1.733897032,23,0
1.731078159,23,0
1.729613496,23,0
1.730035256,23,0
1.736382409,23,0
1.736188061,23,0
1.740851407,23,0
1.739189626,23,0
1.738719939,24,0
1.749851269,24,0
1.749534118,24,0
1.749321021,24,0
1.749364467,25,0
1.75752692,25,0
1.755758871,26,0
1.750593654,26,0
1.75359462,26,0
1.75020018,26,0
1.745075503,26,0
1.756181737,26,0
1.774140139,25,0
1.793132564,24,0
1.818313167,24,0
1.692352589,24,0
1.553306263,23,0
1.553402362,22,0
1.555508993,21,0
1.560553394,20,0
1.565891876,19,0
1.511226566,19,0
1.516910993,18,0
1.523997425,16,0
1.525580084,16,0
1.662105117,16,0
1.664429493,16,0
1.663839047,16,0
1.667292323,16,0
1.661652008,16,0
1.662221111,16,0
1.656070313,16,0
1.655003174,16,0
1.652887567,16,0
1.655344428,18,0
1.657496144,18,0
1.653229338,16,0
1.646696635,16,0
1.650038281,14,0
1.648976261,14,0
1.653000623,14,0
1.545598953,14,0
1.559235045,14,0
1.583362572,14,0
1.532959152,14,0
1.514366363,14,0
1.52242757,16,0
1.524252435,16,0
1.539672291,16,0
1.591577605,16,0
1.582577859,16,0
1.577498971,16,0
1.568501163,16,0
1.570983891,17,0
1.575792096,17,0
1.571240277,15,0
1.600216347,15,0
1.605675032,14,0
1.61872126,14,0
1.626748096,14,0
1.64485049,14,0
1.643943503,13,0
1.646417916,13,0
1.643144902,14,0
1.644570116,14,0
1.644570116,14,0
1.62706393,14,0
1.62706393,14,0
1.626207239,15,0
1.627953195,15,0
1.627133743,14,0
1.627133743,14,0
1.627133743,14,0
1.627133743,14,0
1.628284126,14,0
1.628284126,14,0
1.628284126,14,0
1.628284126,14,0
1.629196655,14,0
1.629205527,14,0
1.630703523,12,0
1.630683362,12,0
1.630387216,12,0
1.633448104,12,0
1.632264949,13,0
1.037974491,13,0
1.037153012,13,0
1.036343605,13,0
1.039270233,12,0
1.033022684,12,0
1.149765129,12,0
1.15654126,13,0
1.245102965,13,0
1.247456229,12,0
1.234120005,12,0
1.234339363,9,0
1.237771945,9,0
1.251962552,9,0
1.261570887,9,0
1.277362022,9,0
1.285589989,7,0
1.295270981,7,0
1.304315316,7,0
1.30961696,7,0
1.326489309,7,0
1.46214295,7,0
1.501810463,7,0
1.504074221,7,0
1.496053197,7,0
1.520116532,7,0
1.581293985,7,0
1.629042613,7,0
1.636061447,7,0
1.643028375,7,0
1.677399254,9,0
1.770795025,9,0
1.796814487,9,0
1.796814487,9,0
1.771471668,12,0
1.771085838,12,0
1.771085838,12,0
1.775571043,12,0
1.766562846,12,0
1.753285336,13,0
1.737898019,12,0
1.724929805,13,0
1.722162475,13,0
1.705329233,13,0
1.707843924,13,0
1.68953334,13,0
1.686808963,13,0
1.667825568,13,0
1.662441118,14,0
1.662441118,14,0
1.662441118,14,0
1.695004602,15,0
1.719875306,16,0
1.737589656,16,0
1.785324007,18,0
1.887362573,18,0
1.923858029,18,0
1.929059138,18,0
1.936739957,17,0
1.936739957,17,0
1.930073804,17,0
1.917885396,17,0
1.911839338,17,0
1.898493239,17,0
1.885359557,17,0
1.87342725,17,0
1.879314154,15,0
1.829513352,15,0
1.792764827,15,0
1.792764827,15,0
1.792764827,15,0
1.792547129,16,0
1.79291392,15,0
1.79291392,14,0
1.793279576,14,0
1.79539416,15,0
1.800978167,15,0
1.800978167,15,0
1.800978167,15,0
1.800978167,15,0
1.800978167,13,0
1.800978167,13,0
1.800978167,13,0
1.800978167,13,0
1.791306756,13,0
1.748269978,13,0
