MeanPacketSize60,SYNBoolean60
138.9256382,17
138.5546605,16
138.1198044,15
137.2329975,14
137.2329975,14
136.5261097,13
135.9346049,12
134.7954866,12
134.7954866,12
134.8755304,12
134.8755304,12
135.0354505,11
134.7745399,10
134.3476874,10
134.3476874,10
134.9163987,10
136.0813397,10
137.9411765,10
138.630972,11
139.7646104,12
141.6146179,12
144.3691057,13
145.0948012,14
169.2033272,13
168.9723757,13
178.7046414,12
183.6800895,12
187.974537,12
187.974537,12
187.974537,12
187.974537,12
187.974537,12
187.5990783,12
187.5990783,12
190.1876543,11
190.1876543,11
196.424581,10
196.6666667,10
196.6666667,10
196.6666667,10
125.1313433,10
125.1313433,10
125.3178082,11
125.3178082,11
125.531856,11
125.531856,11
141.9825436,12
142.4433249,12
145.2284946,11
142.1454082,11
142.1454082,11
141.8151899,11
141.8151899,11
141.7164557,11
141.7164557,11
141.7944162,11
144.6324324,10
144.6324324,10
143.1322751,10
146.2379603,9
147.1060172,9
147.1060172,9
147.1060172,9
146.7806268,9
146.7806268,9
146.7806268,9
146.7806268,9
155.8503937,10
155.8503937,10
155.8503937,10
156.1978892,10
155.8503937,10
155.6083551,10
155.7664042,10
155.7664042,10
195.6396181,10
199.283208,10
199.283208,10
203.255814,9
209.3370166,8
209.3370166,8
212.2507463,7
212.8675079,7
213.3216783,7
214.0739437,7
214.0739437,7
214.8156028,7
214.8156028,7
214.8156028,7
214.8156028,7
214.8156028,7
214.8156028,7
215.5892857,7
205.8576052,8
206.1720779,8
206.1720779,8
205.8608414,8
205.5516129,8
205.5516129,8
205.5516129,8
213.5192982,7
213.5192982,7
223.6509804,6
223.6509804,6
223.6509804,6
223.6509804,6
210.6435185,5
199.9288703,6
199.9288703,6
225.0947368,5
225.0947368,5
228.6054054,5
228.6054054,5
230.1202186,5
230.1202186,5
230.1202186,5
230.1202186,5
228.6054054,5
236.4318182,5
236.2613636,5
236.2613636,5
236.2613636,5
236.2613636,5
237.9425287,5
237.9425287,5
237.9425287,5
237.9425287,5
230.9794521,4
230.9794521,4
230.9794521,4
230.9794521,4
232.9375,4
230.1780822,4
230.1780822,4
230.1780822,4
102.6981132,3
102.6981132,3
101.2181818,3
101.2181818,3
101.3577982,3
101.3577982,3
102.0530303,4
99.73394495,3
99.73394495,3
99.73394495,3
102.3987342,4
102.3987342,4
102.3987342,4
102.3987342,4
102.4875,4
102.4875,4
101.622093,5
101.622093,5
140.4971098,5
140.6744186,5
140.6744186,5
140.8538012,5
135.5692308,6
135.3045685,6
135.3045685,6
135.0452261,6
135.0452261,6
135.0452261,6
134.8,6
134.8,6
134.8,6
135.0452261,6
139.7159091,5
139.7159091,5
139.3764045,5
139.3764045,5
139.3764045,5
139.3764045,5
139.3764045,5
139.3764045,5
139.9375,5
139.9375,5
140.5114943,5
140.5114943,5
140.5114943,5
140.5114943,5
136.1219512,6
136.1219512,6
135.6763285,6
135.6763285,6
135.6763285,6
135.6763285,6
145.6796537,7
142.9724409,8
142.7490196,8
142.7490196,8
142.3385214,8
143.4743083,8
143.4743083,8
143.4743083,8
143.702381,8
143.2795276,8
144.58,8
140.6593407,9
140.6593407,9
138.4366667,10
141.4145455,9
141.4145455,9
141.4145455,9
138.5302013,10
144.1832669,9
144.1832669,9
144.1832669,9
144.1832669,9
144.4618474,9
144.4618474,9
147.2151899,8
142.625,9
117.7838983,8
117.7510549,8
117.6176471,8
113.1893939,9
113.1405622,8
108.4760148,8
105.0239726,8
102.6405229,8
91.77458034,8
91.54761905,8
90.61111111,8
89.91855204,8
89.91855204,8
89.92359551,8
91.59251559,9
91.59251559,9
91.5177453,9
91.5177453,9
91.5177453,9
91.5177453,9
91.5177453,9
91.57796258,9
91.57796258,9
91.57796258,9
91.57796258,9
91.57796258,9
91.58455115,9
91.58455115,9
90.20758929,8
89.90044248,8
89.90044248,8
90.63125,9
91.64342629,9
91.64342629,9
84.59832636,8
83.11816193,7
83.11184211,7
83.05,7
83.01965066,7
88.42975207,8
88.42975207,8
88.42975207,8
88.43621399,8
88.50409836,8
88.50409836,8
88.03225806,7
88.03225806,7
86.31050228,6
86.31050228,6
86.15,6
85.79104478,7
83.63965885,6
84.66463415,6
84.66463415,6
84.66463415,6
84.66463415,6
84.66463415,6
84.66463415,6
84.6673428,6
83.64377682,5
83.5387931,5
83.48164147,5
83.47619048,5
84.12155963,4
84.33568075,4
85.77860697,4
87.17322835,4
88.36438356,4
99.96456693,4
100.4422311,4
102.6512605,4
104.5219298,4
104.5219298,4
104.7066667,4
103.2751323,3
103.2751323,3
103.2751323,3
103.2751323,3
103.2751323,3
103.2751323,3
103.2751323,3
103.2459893,3
103.2459893,3
103.2459893,3
103.2459893,3
103.2459893,3
103.2459893,3
103.1542553,3
103.1542553,3
104.1902174,3
104.3461538,3
104.6948052,2
103.1893939,2
103.1893939,2
103.1893939,2
103.1615385,2
104.0451128,2
104.9147287,2
102.729927,2
80.6015625,1
78.3125,1
76.27777778,1
74.47752809,1
72.640625,1
71.89705882,1
84.45121951,2
84.49596774,2
84.49596774,2
84.54,2
84.81048387,2
85.40182648,1
88.3622449,1
85.81871345,1
85.81871345,1
85.81871345,1
85.81871345,1
85.81871345,1
85.81976744,1
85.81871345,1
85.81871345,1
85.81871345,1
85.95930233,1
85.95930233,1
86.0982659,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23428571,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.23563218,1
86.19186047,1
86.19186047,1
85.19526627,1
80.16037736,1
74.10561056,1
76.80536913,2
77.84507042,2
79.05263158,2
80.98046875,2
82.56722689,2
83.76548673,2
69.69021739,1
69.46703297,1
69.46703297,1
69.23888889,1
70.86190476,2
70.02083333,2
69.63461538,3
73.57651246,3
73.75257732,4
76.01342282,4
75.94019934,4
76.28481013,5
79.5954416,6
80.17808219,7
80.12295082,7
80.03794038,7
80.22222222,8
80.14871795,8
81.16831683,9
81.00738916,9
83.17298578,10
79.614,10
77.05565217,10
77.15299685,11
168.8583784,12
168.8583784,12
168.3071966,12
168.3071966,12
168.3071966,12
165.6802083,13
163.0020305,13
161.3556444,13
161.4846686,13
161.3790721,13
161.3790721,13
160.7899902,13
160.7899902,13
160.7166667,13
160.7166667,13
160.7166667,13
160.7166667,13
160.6865818,13
160.6865818,13
160.6865818,13
160.6865818,13
160.843362,14
160.843362,14
160.843362,14
160.843362,14
160.843362,14
157.4912281,14
153.7818648,15
169.4747475,16
179.3719008,16
180.0204271,15
180.187907,15
180.187907,15
180.6351731,15
180.6351731,15
179.5242896,16
179.7393279,16
178.0548187,17
177.0103896,18
174.559464,18
173.9682008,17
173.7243108,17
172.6992543,16
170.8396072,17
171.599835,16
171.4739022,16
171.2917355,16
172.3974895,15
174.3718723,14
175.3449782,13
175.4458042,13
175.7239264,13
177.1941229,12
177.4794643,12
178.3390597,11
178.5742754,11
179.1691176,10
188.3445545,10
198.6395722,10
206.7579909,9
126.2239316,8
126.2239316,8
126.6683938,8
126.6683938,8
126.6683938,8
129.0581818,7
132.3390476,7
134.6129666,7
133.8156313,7
133.9195171,7
133.4491018,7
134.3232323,7
132.6561886,8
129.2423698,9
124.416,10
145.5,11
144.7212682,12
144.7048969,12
147.1769802,13
147.1769802,13
147.1769802,13
146.3256997,12
146.3256997,12
146.3256997,12
146.3418043,12
146.2322335,12
150.3603723,12
155.9504505,11
131.9569536,10
131.8042763,10
131.8042763,10
131.8042763,10
129.5144597,11
125.7449568,11
121.9932065,11
118.62875,11
117.6242274,11
115.7097944,10
113.8089623,10
112.7580838,10
112.9807461,10
113.5473301,10
113.6427704,10
116.9275362,10
116.9100592,10
116.9063981,10
117.0821429,10
117.0821429,10
117.0499405,10
116.964497,10
116.5430233,11
120.0532151,11
120.0643729,11
120.0643729,11
120.1423804,11
120.0867631,11
120.0867631,11
120.0867631,11
120.0867631,11
120.0867631,11
120.0867631,11
120.0867631,11
120.0867631,11
120.0867631,11
120.1536748,11
120.0867631,11
120.0488889,11
119.8671096,11
118.6970684,11
117.3848548,12
116.4443309,12
115.4252758,12
115.011988,11
128.6973684,11
132.0141458,10
114.0966952,9
113.6890863,8
112.9517601,8
108.8517007,7
107.896,7
106.5914397,7
105.1979823,8
107.0816327,8
105.8165888,9
114.9446254,10
114.9446254,10
114.9446254,10
114.9446254,10
114.6520811,11
115.4530095,11
115.4530095,11
113.8309426,11
114.4730603,10
116.8181818,10
119.6992925,10
122.7529412,9
122.8136729,9
125.4985673,9
128.1975498,8
130.9298246,8
133.8754153,8
136.6442142,8
140.5108696,8
139.5048733,7
140.4707071,7
140.2676056,7
140.4707071,7
140.4707071,7
140.5728745,7
140.9122449,7
138.498998,6
129.8962656,6
126.8118812,6
123.380863,6
127.2908438,7
127.2598566,7
127.2598566,7
127.2598566,7
127.2598566,7
127.2598566,7
127.2598566,7
127.2598566,7
127.1860465,7
127.1860465,7
127.1860465,7
127.1860465,7
127.2598566,7
127.5945946,7
129.8603352,7
133.3927126,6
136.3284211,6
139.3347921,6
142.5876993,6
114.1885856,5
114.1885856,5
114.1885856,5
114.1885856,5
114.1885856,5
114.1885856,5
116.242268,5
119.1382114,5
123.2857143,4
120.4950495,4
122.1898305,3
84.68345324,2
138.4022346,3
346.5902527,3
412.2715134,3
438.4959459,2
437.4331984,2
436.9595687,2
452.256662,2
452.7710674,2
453.7507042,2
453.7507042,2
454.7231638,2
454.7231638,2
454.7231638,2
454.7231638,2
454.7231638,2
455.8413598,2
456.8806818,2
457.8831909,2
458.9342857,2
428.9167768,2
401.1108434,3
401.1108434,3
399.5251799,3
399.5251799,3
397.9546539,3
401.04038,4
411.4026928,4
421.5188917,4
432.787013,4
439.8217158,3
428.3648124,4
428.3648124,4
427.4916129,4
427.4916129,4
427.4916129,4
426.2313625,4
426.2313625,4
426.6692407,4
425.8549422,4
425.8549422,4
425.8549422,4
415.58933,5
415.58933,5
414.8279703,5
414.8279703,5
414.8279703,5
403.7393365,6
403.7393365,6
403.7393365,6
403.7393365,6
400.1313013,6
385.7295174,6
370.0865385,6
343.7155425,6
328.529517,7
336.6266779,8
336.6266779,8
336.6266779,8
340.1384877,8
346.6499133,9
348.2569832,8
263.5392491,8
192.083004,8
144.1802068,8
144.3343373,8
144.4223228,8
144.4223228,8
146.5411255,9
146.5411255,9
146.5411255,9
146.4345324,9
146.4345324,9
146.3285509,9
146.3285509,9
146.3285509,9
146.3285509,9
144.7797784,10
144.7797784,10
144.7797784,10
151.7638266,10
156.7643098,9
156.7643098,9
157.3491525,9
157.3491525,9
157.7108844,9
155.5142857,8
155.2811388,8
153.4142114,9
160.3255034,9
160.241206,9
162.4010508,8
162.1483421,8
162.4010508,8
162.4010508,8
162.4010508,8
162.7271127,8
162.4719298,8
162.4719298,8
162.6584507,8
162.6584507,8
162.6584507,8
164.8170055,7
164.8170055,7
165.0278293,7
165.0278293,7
165.0278293,7
165.7554672,6
165.7554672,6
165.7554672,6
165.7554672,6
167.6497976,6
176.4166667,6
189.1240876,6
223.7962963,6
248.1877729,5
148.7058824,4
148.7058824,4
148.7058824,4
148.2987013,4
150.74,4
186.8770053,5
225.9467213,5
200.1072664,5
182.7,5
168.8733154,5
181.2982063,6
176.0922747,6
232.2660194,6
232.2660194,6
232.2660194,6
231.4235977,6
231.4235977,6
231.8970874,6
231.8970874,6
231.8970874,6
231.8970874,6
238.544898,5
238.544898,5
238.544898,5
239.6131687,5
239.6131687,5
239.6131687,5
239.6131687,5
239.6131687,5
240.231405,5
225.2338129,6
216.5472637,7
214.3859649,7
206.6671924,8
202.3766816,9
201.7693452,9
205.7924791,10
205.4708333,10
204.8893499,10
204.8893499,10
217.6467463,11
217.6467463,11
217.6467463,11
217.6467463,11
217.6467463,11
217.3086093,11
217.3086093,11
217.4497354,11
218.8571429,12
218.8571429,12
218.8571429,12
217.6612296,12
217.6612296,12
217.3904881,12
217.3904881,12
210.6239521,12
202.1141243,12
198.9709677,13
198.8496241,13
198.8496241,13
198.8496241,13
198.8496241,13
198.6580922,13
198.77897,13
201.0979098,12
195.4850917,11
184.5110565,11
191.7971391,11
198.6703146,11
204.1934566,11
196.3312597,10
197.3996865,10
145.4390244,9
143.2631579,9
141.1953642,9
159.0046802,10
159.0046802,10
162.5298507,11
162.5298507,11
162.2247024,11
162.2247024,11
162.0593472,11
159.856528,12
159.856528,12
159.856528,12
159.856528,12
159.7507163,12
159.7507163,12
159.7507163,12
159.7507163,12
163.6321656,11
163.6633499,10
160.512605,9
156.8657718,8
158.5804312,8
159.163606,8
150.615245,7
150.615245,7
151.0821168,7
150.86,7
129.2692308,6
129.2692308,6
129.1187739,6
126.8444444,6
122.9947644,6
119.4653465,6
116.3943662,6
118.2090226,7
110.9285714,6
109.1007634,6
104.9804196,6
115.2362924,7
115.2362924,7
115.2513089,7
115.2130719,7
117.9176955,7
122.1826215,7
120.3219814,7
120.3751938,7
120.3751938,7
119.3934426,8
119.0101302,8
119.0377358,8
119.0377358,8
119.0377358,8
119.0377358,8
119.0377358,8
119.0377358,8
119.2725948,8
120.5976155,8
121.9832317,8
123.4336973,8
124.9536741,8
126.5482815,8
128.2231544,8
107.2666667,7
107.2666667,7
99.92395437,6
99.92395437,6
100.0763359,6
98.56146789,6
96.01204819,6
93.78691275,5
92.190625,6
106.2327327,6
106.2327327,6
106.2631579,6
106.2631579,6
106.2631579,6
106.2631579,6
106.2624434,6
107.9749609,6
110.3388158,6
112.9566724,6
109.6835206,5
109.6829268,5
109.6829268,5
109.7570621,5
109.7570621,5
109.831758,5
109.831758,5
109.831758,5
109.9070209,5
111.555773,5
115.0104167,5
119.2058166,5
123.9251208,5
120.7958656,4
120.7958656,4
124.7845304,4
124.2958904,4
104.7601918,4
104.7601918,4
104.6897375,4
104.55,4
103.593819,5
103.0239651,5
102.5490196,4
102.2727273,4
101.8286938,4
102.2290249,3
101.8439716,3
101.6470588,3
101.4519906,3
101.2969838,3
100.9172414,3
100.5444191,3
102.2834821,3
102.2834821,3
101.5661605,3
101.5661605,3
101.5661605,3
101.5661605,3
101.5661605,3
101.5661605,3
101.5661605,3
101.5661605,3
100.0375783,3
95.58070501,3
97.97319933,4
99.32986111,4
102.1078067,4
105.256,4
108.6030702,3
87.64516129,3
86.22757112,3
84.91891892,3
83.64102564,3
81.91224863,3
86.28429752,4
84.75227964,5
86.14326241,6
83.24120603,6
81.61626575,6
81.46871445,6
81.0701559,6
81.12333333,6
80.96267838,6
129.6650099,7
129.2519763,7
128.6415279,7
128.71737,7
128.1157588,7
127.5971014,7
127.5971014,7
126.73549,7
126.4214015,7
125.4031657,7
122.4382222,7
120.0367208,7
121.2256098,7
122.9713758,7
122.74977,7
122.752302,7
122.752302,7
123.8439581,6
124.2105263,6
121.8517298,7
166.9191291,7
166.5819985,8
166.2441065,8
166.2897338,8
200.3642336,8
197.2315341,8
191.3592545,8
194.7360759,8
190.8434251,8
184.9540163,9
213.166498,9
259.6423529,9
295.8007968,9
288.2711276,10
312.2773888,10
313.4233592,10
313.2749371,10
311.7263682,10
310.0452117,10
304.9310621,10
298.3910657,10
296.4174958,9
293.4600551,9
292.4830865,9
284.4698034,9
283.4030372,9
282.7120237,9
282.2678231,10
282.3969161,10
282.4852737,10
283.4606566,10
284.2092861,9
285.8597046,8
286.3756614,7
287.7580216,8
289.2455453,8
288.4424716,8
286.3570802,9
284.2437543,10
281.0084674,11
277.4452469,10
275.2768034,10
270.1517585,10
263.7149143,11
261.6084814,12
259.0964191,13
257.8311008,14
255.4711704,15
247.8427028,16
246.6146017,16
246.2886696,16
246.8362407,17
247.5786402,17
247.6692026,16
247.3314363,16
243.7200632,16
243.6180263,16
241.8496681,16
241.7072002,16
242.4439802,16
236.0181986,16
236.2809524,16
236.2068374,16
236.1730008,16
230.5239995,16
231.154307,17
233.157766,17
232.6613013,17
233.9183168,17
235.8489279,16
229.693963,16
212.8027458,16
185.8856686,16
174.6131823,15
140.8176115,15
125.2620723,15
125.2969888,15
124.7227139,15
124.8037755,15
125.642527,16
121.6421112,16
121.8193845,16
119.6378505,17
119.2160279,17
129.2063589,18
129.5114268,18
129.9024542,18
128.2490842,17
127.0561056,18
127.338364,18
127.0733173,18
127.4369166,18
127.7787157,18
127.9574661,19
128.8466503,18
129.8077043,18
129.8275968,18
130.457643,17
130.8639798,16
129.9717477,15
119.1148325,15
119.5064935,15
120.7704979,15
114.8122345,14
112.1048583,13
111.1639073,13
111.3966173,12
112.206942,12
115.1673387,11
114.8656942,11
114.7964467,11
113.8568475,10
113.7410668,10
113.8939709,10
113.1852941,10
112.2478402,10
112.0265871,10
113.5136209,10
111.2472432,10
113.7052239,9
113.7,9
114.089451,9
114.0954128,10
114.1324341,10
114.1324341,10
112.678326,9
112.678326,9
112.6662508,9
112.5015596,9
112.6373283,9
112.6373283,9
112.6373283,9
112.6373283,9
112.6597874,9
112.6597874,9
112.6597874,9
112.6597874,9
112.6967419,9
112.6637445,9
112.8607435,8
112.9274448,8
114.0773694,8
115.7375505,7
116.9752407,7
97.49331457,6
96.89612188,6
96.36723549,6
98.45631769,6
99.04150943,6
101.5464768,6
98.85201465,6
98.49788136,7
97.69105114,7
97.37002172,6
97.35264301,6
95.6622807,6
95.36036725,6
94.95686275,6
94.31655844,6
94.44554455,6
94.71500843,6
92.68551842,6
92.85169124,6
93.54249548,6
94.21714286,6
95.56164384,5
95.70676692,5
94.64304124,4
93.23741935,4
96.15,5
97.12794118,5
97.40298507,5
97.70606061,5
95.7093207,5
93.8340081,5
94.75744681,5
94.75744681,5
95.39634146,6
95.32454361,6
95.32454361,6
95.26680244,6
93.69811321,5
89.11973392,5
88.94577007,5
89.37083333,6
89.24223602,6
88.82329317,7
88.69879518,7
88.59259259,8
88.48255814,8
88.10694184,9
87.98698885,9
87.98698885,9
87.98698885,9
321.1193416,10
311.8058124,10
305.6456186,10
287.7087264,11
255.8387424,11
241.1034164,12
239.6108059,12
237.266486,12
237.266486,12
239.1945205,12
242.698324,12
244.4276316,12
248.3214971,12
252.194907,12
256.7283702,11
255.5657492,11
270.8065934,11
284.2461171,10
284.2461171,10
284.2461171,10
284.2747909,10
284.0668258,10
284.0668258,10
283.8593564,10
283.1068884,10
281.2826855,10
281.2826855,10
281.2826855,10
281.2826855,10
281.2826855,10
281.2826855,10
281.2826855,10
281.2826855,10
284.4360812,10
298.6950445,10
309.7210243,9
309.7210243,9
309.7210243,9
309.7210243,9
310.3148649,9
303.0039063,10
302.474026,10
297.7041719,10
303.4179688,9
303.4179688,9
303.6910039,9
303.6910039,9
304.768021,9
307.2728477,8
309.7188755,8
309.8990704,8
310.2765957,8
315.0583446,7
315.4538043,7
320.2468793,6
321.1905424,6
327.1111111,5
322.0941828,6
315.5954606,7
315.5954606,7
88.92831541,6
89.96428571,6
91.13786408,6
99.34526316,6
115.4569733,6
125.2125,5
127.7532468,5
132.6728972,5
130.1666667,5
130.1666667,5
130.1666667,5
134.004717,5
134.004717,5
134.004717,5
134.004717,5
134.2380952,5
134.2380952,5
134.4688995,5
134.4688995,5
134.4688995,5
134.5865385,5
134.705314,5
134.705314,5
134.8252427,5
135.7438424,5
151.0521739,6
151.0521739,6
151.0521739,6
151.0521739,6
150.6810345,6
150.6810345,6
150.6810345,6
150.6810345,6
145.9960784,7
143.4752852,7
143.4752852,7
143.4752852,7
143.2075472,7
143.2075472,7
143.2075472,7
146.8991597,6
147.3050847,6
149.6976744,6
150.258216,6
150.258216,6
150.5613208,6
150.5613208,6
150.5613208,6
149.0787037,6
144.4895397,7
143.2009346,6
143.7028302,6
143.7028302,6
143.3831776,6
142.2304147,6
141.7351598,6
141.7351598,6
142.4693878,5
142.5739645,4
142.5739645,4
142.5739645,4
142.8047337,4
143.2035928,4
112.9216867,3
112.9216867,3
112.6488095,3
111.7251462,3
111.1271676,3
113.4545455,3
113.2891566,3
113.2891566,3
113.5030675,3
113.5030675,3
113.5030675,3
113.5030675,3
112.0595238,3
108.0135135,4
111.3374486,4
111.3374486,4
111.3374486,4
111.3170732,4
111.3117409,4
111.3117409,4
111.3064516,4
118.2374101,5
103.4877049,4
103.4877049,4
103.4877049,4
103.5365854,4
103.5,4
103.5,4
103.5,4
103.5,4
103.9954751,3
105.5305164,3
105.5305164,3
105.5305164,3
105.507109,3
105.4150943,3
105.4150943,3
105.507109,3
105.507109,3
105.507109,3
105.507109,3
105.507109,3
105.507109,3
105.507109,3
105.507109,3
105.2227488,3
105.8602151,2
105.6914894,2
105.6914894,2
105.6914894,2
105.8206522,2
106.5801105,2
105.4888889,2
105.4888889,2
105.4888889,2
105.4888889,2
105.3186813,2
113.3537736,3
113.1698113,3
113.1698113,3
120.8702703,3
120.6827957,3
120.8924731,3
121.8907104,3
121.7923497,3
121.7923497,3
121.6413043,3
121.6413043,3
121.6413043,3
121.6413043,3
121.5107527,3
133.1168224,4
134.7464115,4
148.4451613,3
148.7537313,3
148.7537313,3
148.1764706,3
149.0451128,3
149.3409091,3
149.3409091,3
149.6412214,3
141.950495,2
141.950495,2
141.950495,2
141.3203883,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.4019608,2
141.4019608,2
141.4019608,2
141.4019608,2
141.4019608,2
141.4019608,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
141.950495,2
145.5154639,2
145.5154639,2
146.6842105,2
146.6842105,2
146.6842105,2
146.6842105,2
145.5154639,2
147.3157895,2
147.3157895,2
148.5483871,2
147.8829787,2
149.1413043,2
142.8709677,1
142.8709677,1
142.8709677,1
146.5,1
147.5254237,1
146.8644068,1
146.8644068,1
150.2280702,1
150.2280702,1
152.4181818,1
152.4181818,1
152.4181818,1
152.4181818,1
142.1818182,1
92.05128205,0
92.6,0
92.6,0
92.6,0
92.6,0
91.89583333,0
92.26530612,0
85.65789474,1
78.97087379,1
84.9047619,1
84.9047619,1
84.91338583,1
84.91338583,1
84.52,1
84.52,1
88.40939597,2
88.40939597,2
88.40939597,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.42567568,2
88.61333333,2
88.61333333,2
88.61333333,2
88.61333333,2
88.61333333,2
88.61333333,2
88.59602649,2
88.59602649,2
88.57718121,2
88.57718121,2
88.59602649,2
88.59602649,2
88.61333333,2
88.61333333,2
88.61333333,2
88.59459459,2
88.59459459,2
88.57534247,2
88.57534247,2
88.57534247,2
88.57534247,2
88.59459459,2
88.59459459,2
88.61333333,2
88.61333333,2
88.61333333,2
88.61333333,2
88.11678832,2
88.08823529,2
87.52,2
87.52,2
87.55905512,2
87.546875,2
87.546875,2
86.73846154,2
86.33050847,1
88.46788991,1
79,1
76.54310345,1
74.56153846,1
72.79054054,1
170.605,2
170.605,2
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.0511364,1
179.9310345,1
178.5681818,1
178.0451977,1
178.0451977,1
178.0451977,1
178.0451977,1
178.5681818,1
178.5681818,1
175.0655738,2
171.0366492,2
167.3560976,3
165.4688995,3
156.7975207,4
153.2047244,5
148.4485294,6
148.0218978,6
145.045614,7
166.26,7
160.031348,7
154.5103858,7
148.0606061,8
147.2493639,8
143.0242131,8
139.3726852,8
152.6512605,9
153.7380457,9
152.9938272,9
152.7356557,9
152.7889344,9
152.599182,9
152.599182,9
152.8562628,9
151.8760163,9
151.8760163,9
152.2260692,9
154.7661795,9
158.4663774,9
161.6621924,9
165.4361949,9
168.9760192,9
173.8922306,9
132.6657061,8
132.6657061,8
132.6657061,8
132.6657061,8
132.6657061,8
132.6657061,8
132.6657061,8
132.8757225,8
129.4180328,9
127.2142857,9
126.1640625,9
125.6511628,9
124.8239796,9
124.1691919,9
124.1691919,9
123.6867168,9
123.5275,9
123.2761194,9
121.8905109,9
123.4047619,9
122.3294664,9
122.4139535,9
120.719457,9
119.90625,9
117.5922747,9
117.5922747,9
116.8601695,9
116.7,8
116.1263158,8
115.5064378,7
114.6109937,7
114.9820225,6
113.6371681,5
